Response_ID,今年的中秋節您有與家人團聚嗎？（延後到國慶連假也算）,今年中秋節（含國慶連假）團圓時您有烤肉嗎？,肉片:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,香腸:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,黑輪:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,玉米:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,貢丸:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,米血:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,蔬菜:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,海鮮:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,雞翅、雞腿:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,豆干、豆腐:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,我喜歡的是：:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,對於這種「到府烤肉」服務，您的感受是？,喜歡，因為…:對於這種「到府烤肉」服務，您的感受是？,不喜歡，因為…:對於這種「到府烤肉」服務，您的感受是？,如果大家都烤肉，您會覺得「不好玩」嗎？,如果大家都烤肉，您會覺得「不好玩」嗎？: Comments,無論您喜不喜歡烤肉，現在我們來談談對它的印象吧。 您覺得戶外的烤肉對您的健康有多大影響？,對您來說，烤肉費用的支出是不是一種負擔？,對您來說，烤肉費用的支出是不是一種負擔？: Comments,準備烤肉食材對您來說會不會很麻煩？,在烤肉活動中，請問下列哪一項是您最無法忍受的？,我最受不了的是：:在烤肉活動中，請問下列哪一項是您最無法忍受的？,在烤肉活動中，請問下列哪一項是您最無法忍受的？: Comments,您在不在意您烤肉時造成的污染嗎？,您在不在意您烤肉時造成的污染嗎？: Comments,請問這樣的活動對您來說有趣嗎？,請問您是否參與過這類的大型烤肉活動？,我覺得「封街烤肉」…,我覺得：:我覺得「封街烤肉」…,請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,集體烤肉，因為：:請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,自己烤，因為：:請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？: Comments,最後，我們來談談節慶與團聚。 請問您覺得一天之內自己可以自由支配的時間（用來做自己想做的事）大約有多少？,春節:請問您今年挑了什麼時間與全家團聚（可複選）？,端午:請問您今年挑了什麼時間與全家團聚（可複選）？,中秋:請問您今年挑了什麼時間與全家團聚（可複選）？,長假連假:請問您今年挑了什麼時間與全家團聚（可複選）？,平時週休或排假時:請問您今年挑了什麼時間與全家團聚（可複選）？,以上都沒有:請問您今年挑了什麼時間與全家團聚（可複選）？,說回到烤肉，請問您明年會不會想全家人一起烤肉？,"平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？","我有其他想法：:平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？","平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？: Comments",大家圍著烤肉比其他活動要較為容易聯絡感情。,"「請問您多常使用手機上的社群媒體（Line, FB等）APP與家人聯絡？」",請問您使用手機與家人聯絡時，比較喜歡使用文字簡訊（例如Line留言），還是使用講話（含視訊）？,關於性別，您會以生理性別或社會性別來描述自己？,Gender,Social_gender,Bornyear,Edu,Residence,Job,Other_Job
541,1,1,1,,,,,,,,9,,90,1,,,2,,2,1,,1,2,,,2,,1,2,3,,1,,,,2,1,2,3,4,5,,7,3,,,1,2,2,1,0,,,5,17,13,
546,1,1,1,2,,,,,,,,,,3,,,2,,2,2,,2,1,,,1,,1,2,2,,3,,,,4,,,3,4,,,10,1,,,1,2,2,,,,,,,,
554,1,1,,2,,,5,6,,,,,,3,,,2,,2,2,,1,1,,,1,,2,2,4,,3,,,,1,,,3,,,,7,2,,,1,1,1,1,1,,,5,4,13,
560,1,1,1,,,,,,,,,,,1,,,2,,2,1,,1,4,,,1,,2,2,5,,3,,,,2,,,3,,,,6,2,,,2,1,1,,,,,,,,
566,2,2,,,,,,,,,,,,3,,,2,,1,2,,2,4,,,1,,1,2,3,,4,,,,2,,,,4,,,9,3,,,1,2,2,1,0,,,3,20,13,
570,1,1,1,,,,,,,,9,,,3,,,2,,2,2,,2,2,,,2,,2,2,3,,3,,,,2,,,3,,,,8,2,,,1,1,1,1,1,,,5,15,5,
571,1,1,,2,,,5,,,,,,,2,,,2,,1,2,,1,4,,,2,,1,1,2,,1,,,,2,,2,,,,,7,2,,,1,2,2,1,1,,,5,1,6,
578,1,1,1,,,4,,,7,8,,,,3,,,2,,1,2,,1,2,,,2,,2,2,4,,3,,,,2,1,2,,4,5,,5,3,,,2,1,1,1,1,,,5,1,13,
580,1,1,,,,,,,,,,10,,1,,,2,,3,3,,2,4,,,2,,1,1,1,,1,,,,1,1,2,,,,,7,4,,,1,1,2,1,1,,,6,8,5,
583,2,2,,,,,,,,,,,,1,,,2,,3,2,,1,2,,,1,,1,2,3,,2,,,,4,1,2,3,,5,,5,2,,,1,3,2,1,1,,,5,8,9,
586,1,1,1,,3,4,,6,7,8,,,,2,,,1,,3,3,,2,1,,,2,,2,2,5,,3,,,,2,,,3,4,,,6,1,,,1,2,2,1,1,,,4,15,7,
587,2,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,2,2,5,,3,,,,3,,,,,5,,5,3,,,2,2,1,1,0,,,5,4,7,
602,1,1,1,,,4,,,7,,,10,90,3,,,2,,1,2,,1,1,,,1,,2,2,5,,3,,,,2,1,2,3,4,5,,4,3,,,2,1,1,1,0,,,6,4,6,
603,1,1,1,2,,4,5,6,,8,9,,,1,,,2,,3,3,,2,5,,,3,,1,2,1,,2,,,,4,1,2,3,4,5,,10,4,,,1,4,2,1,1,,,3,13,15,
609,1,1,,,,,,,7,8,9,,,3,,,2,,1,2,,1,2,,,1,,2,2,3,,3,,,,2,,,3,,,,6,4,,,1,1,1,1,1,,,6,14,15,
622,2,1,1,,,,,6,,8,,,,1,,,2,,2,2,,1,4,,,1,,2,2,5,,3,,,,3,1,,3,,,,7,3,,,1,1,1,,,,,,,,
626,1,1,,,,,,,7,,,,,3,,,1,,1,1,,1,1,,,1,,2,2,5,,4,,,,3,1,,,4,,,5,4,,,2,3,1,2,,3,,5,14,6,
627,1,1,1,,,,5,,,8,,,,2,,,2,,2,2,,1,2,,,2,,1,2,3,,2,,,,2,,,3,,,,10,3,,,1,2,2,1,0,,,5,2,13,
629,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,2,,,2,,1,2,3,,3,,,,2,1,2,,4,,,5,2,,,2,2,1,1,1,,,6,15,2,
630,1,1,1,2,,,,,7,8,,,,3,,,2,,2,2,,1,2,,,1,,1,1,2,,1,,,,2,1,,3,4,,,6,3,,,2,2,1,1,0,,,5,14,12,
633,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,5,,,2,,1,2,2,,2,,,,2,1,,3,4,,,10,4,,,1,2,1,1,0,,,3,9,13,
634,1,1,1,2,,,,6,,8,9,,,1,,,2,,2,2,,2,4,,,2,,1,1,2,,3,,,,1,,,,,5,,6,2,,,1,2,1,1,1,,,5,9,15,
636,1,2,,,,,,,,,,,,2,,,2,,2,1,,1,2,,,1,,2,2,2,,3,,,,2,,,,4,,,10,2,,,1,1,1,1,1,,,3,4,9,
638,1,1,1,,,,,,,,,,,3,,,2,,2,2,,1,2,,,2,,2,2,4,,3,,,,3,1,,3,,5,,7,3,,,1,2,1,1,0,,,5,13,5,
640,1,1,1,,,,,,,8,,,90,3,,,2,,2,1,,2,2,,,1,,2,2,2,,3,,,,3,1,,,,,,8,3,,,1,1,1,,,,,,,,
650,1,2,,,,,,,,,,,,2,,,1,,1,1,,1,2,,,1,,1,2,3,,2,,,,2,1,2,3,4,5,,2,4,,,2,2,1,1,1,,,6,2,6,
652,1,2,,,,,,,,,,,,2,,,2,,1,1,,1,1,,,1,,2,2,4,,3,,,,3,1,,,,5,,6,3,,,1,1,1,1,0,,,5,4,6,
654,2,1,1,2,,,5,,,,,,,3,,,2,,2,1,,1,2,,,1,,2,2,4,,3,,,,3,,,,4,,,4,3,,,2,2,1,1,1,,,5,10,7,
657,2,2,,,,,,,,,,,,1,,,2,,1,2,,1,1,,,1,,1,1,5,,3,,,,3,1,,,4,,,3,3,,,2,1,1,1,0,,,5,8,6,
658,1,1,,2,,,,,7,8,9,10,,3,,,2,,1,2,,1,1,,,1,,1,2,1,,2,,,,1,1,,,,,,7,1,,,1,2,1,1,0,,,5,12,7,
661,1,2,,,,,,,,,,,,3,,,2,,2,1,,1,5,,,2,,1,2,4,,3,,,,2,,,,,5,,6,3,,,1,3,1,1,1,,,5,15,15,
666,1,1,1,2,,4,,,,,,10,,92,,花費更高,2,,2,1,,2,4,,,1,,2,2,5,,3,,,,2,1,,3,,,,9,3,,,1,1,1,,,,,,,,
669,1,2,,,,,,,,,,,,3,,,1,,1,2,,2,1,,,1,,2,2,5,,3,,,,2,,,,4,,,4,3,,,2,2,1,1,1,,,5,2,12,
675,1,1,1,,,,,,7,,9,,90,3,,,2,,1,3,,2,1,,,1,,2,2,90,很擁擠,99,,,,2,1,2,3,4,,,10,2,,,2,1,1,1,0,,,5,15,13,
678,1,1,1,2,,,,,,8,9,,90,2,,,2,,2,2,,1,1,,,1,,2,1,5,,3,,,,3,1,,3,4,,,8,3,,,1,1,2,1,1,,,5,15,13,
686,2,2,,,,,,,,,,,,3,,,2,,2,1,,1,1,,,1,,2,2,4,,3,,,,2,,,,,5,,10,3,,,1,1,1,,,,,,,,
735,1,2,,,,,,,,,,,,2,,,2,,1,2,,1,1,,,1,,1,2,3,,2,,,,3,,2,3,,,,8,3,,,1,2,1,,,,,,,,
736,1,1,1,,,,,6,7,,,10,90,3,,,2,,1,1,,1,1,,,2,,2,2,4,,4,,,,1,1,2,3,,5,,8,3,,,1,2,2,,,,,,,,
